Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,85343190719,1.26E+11,4.01E+11,4.13E+11,4.56E+11,5.07E+11,5.44E+11,5.00E+11,5.06E+11,4.96E+11,5.15E+11,..
